1.29656195546359e-09;2.92945631434335e-05;2.95564143030434e-05;2.95579731809176e-05;3.159808371597e-05;3.18983600605491e-05;3.42368919787983e-05;3.47738232636165e-05;3.36621881817267e-05;3.29951240640633e-05;3.2739507641292e-05;3.26594559880691e-05;3.27801161415889e-05;3.08797736272769e-05;3.17682139673207e-05;2.72486625397273e-05;2.97273043727187e-05;2.81135735039949e-05;2.77355843683185e-05;2.48121179459335e-05;2.28904935391461e-05;2.36973869448988e-05;2.07190262224354e-05;1.76672512547558e-05;1.83244365506437e-05;1.41958503463756e-05;1.11729488701864e-05;1.08535945495799e-05;8.23676977236674e-06;5.55227824140364e-06;5.44441573655732e-06;1.9047351606392e-06;4.85335876274964e-07;-2.27261536723101e-06;-6.73934806799936e-06;-8.27317183186986e-06;-8.45507257024932e-06;-1.2822498251425e-05;-1.38327830269541e-05;-1.50265477412329e-05;-1.71913702170305e-05;-1.80233415793189e-05;-2.13750890437703e-05;-2.27698725781215e-05;-2.08568624686281e-05;-2.40199908748346e-05;-2.73777970418698e-05;-2.90271410746694e-05;-3.00088752242224e-05;-3.20345323558695e-05;-3.08372209486606e-05;-3.28132874340472e-05;-3.19241405057944e-05;-3.22583875509611e-05;-3.32450208622459e-05;-3.17480528492441e-05;-3.18654036655474e-05;-3.14385496400436e-05;-3.36578247606759e-05;-3.08141546099446e-05;-2.97483258666664e-05;-3.03218147790997e-05;-2.96246381247093e-05;-2.83719387176146e-05
1.01103097952523e-07;3.2544589146648e-05;3.25176396264326e-05;3.23254166772722e-05;3.24728419149177e-05;3.21450426728513e-05;3.31509223405987e-05;3.28111793912931e-05;3.20621553776855e-05;2.98804118845761e-05;3.14467911474356e-05;3.18308135835563e-05;2.93710383329263e-05;2.89673148203906e-05;2.57904532277992e-05;2.50535116371694e-05;2.40434280502191e-05;2.30046747269816e-05;1.99840352573266e-05;1.79389810226753e-05;1.58276907004593e-05;1.41243033781423e-05;1.28476841413534e-05;1.11275706097642e-05;9.64914609093741e-06;7.55931187212991e-06;4.797756726828e-06;2.61829624353495e-06;5.85589039947316e-08;-3.85645085900634e-06;-4.76012222557064e-06;-7.06191125170023e-06;-9.8981389461531e-06;-1.04146182626011e-05;-1.19761662223828e-05;-1.4792618298281e-05;-1.68057481942086e-05;-1.87871252633976e-05;-2.05307798472629e-05;-2.44024718008757e-05;-2.39439747255309e-05;-2.31555574480547e-05;-2.65589610429161e-05;-2.72665693667848e-05;-3.00694003282503e-05;-2.98840381735612e-05;-3.11337995268453e-05;-3.27938630446652e-05;-3.0925814631323e-05;-3.2826032038675e-05;-3.3938696029931e-05;-3.42763102238805e-05;-3.41697654898203e-05;-3.09082039314117e-05;-3.15303866211091e-05;-3.07331670670902e-05;-3.30990984369722e-05;-3.15562333746642e-05;-2.94040028812162e-05;-2.89200854539962e-05;-2.71850737715876e-05;-2.58081734193688e-05;-2.4323818218412e-05;-2.20493280239427e-05
-3.04379283497118e-07;3.37230904719427e-05;3.24885332688818e-05;3.27207885892716e-05;3.31535744048306e-05;3.15950744816862e-05;3.04433815674273e-05;3.08219083234798e-05;2.93240522493309e-05;2.94201855872685e-05;2.6984897573109e-05;2.52774021495065e-05;2.43393055035778e-05;2.23168575660465e-05;2.08323463794921e-05;1.91515598166467e-05;1.98971814014954e-05;1.69038809312353e-05;1.49582833416759e-05;1.14292017516534e-05;9.19754397989551e-06;9.48474360910758e-06;3.7563536071084e-06;2.42140138144367e-06;4.21091752568732e-06;-9.69960188465167e-07;-3.74785059983949e-06;-4.76229126000336e-06;-7.06460593399834e-06;-1.05608390858534e-05;-1.28352779668223e-05;-1.52336052431199e-05;-1.64932954716231e-05;-1.6690268847451e-05;-1.96176146902595e-05;-2.03953597091186e-05;-2.25615321960124e-05;-2.39575753652126e-05;-2.73618399512805e-05;-2.73606879059868e-05;-2.99661138341265e-05;-2.69808447398132e-05;-3.12166606256577e-05;-3.1390049241791e-05;-3.07604548993443e-05;-3.25375187068013e-05;-3.23652308526689e-05;-3.37567223990614e-05;-3.33204950442529e-05;-3.25460618533593e-05;-3.33437800945638e-05;-3.23042914994702e-05;-3.21191137754418e-05;-3.11548762501795e-05;-2.99753891495972e-05;-2.79870834385341e-05;-2.77203698113454e-05;-2.64222424046891e-05;-2.63926137957651e-05;-2.43496949620596e-05;-2.18116088544774e-05;-2.1588432245225e-05;-2.05445038396709e-05;-1.62261723321609e-05
-7.21503472927675e-07;3.22343913558022e-05;3.09199440396802e-05;2.97632335108649e-05;3.05910524857025e-05;2.94940504336662e-05;2.77684476009963e-05;2.70361278878738e-05;2.5851874812331e-05;2.24854145735816e-05;2.08217894225497e-05;2.01308220757835e-05;1.76778845753146e-05;1.57509210541213e-05;1.42243144264312e-05;1.2929730059358e-05;1.02606467420758e-05;7.49338929344342e-06;6.86147817263037e-06;3.60465381836271e-06;3.75599504483316e-06;-2.59848826492665e-06;-1.7534079074883e-06;-5.68917150580666e-06;-6.32010438226058e-06;-8.33158398995053e-06;-1.10784764073485e-05;-1.24118002874648e-05;-1.47930284159159e-05;-1.7400261294797e-05;-2.06308854149131e-05;-2.06916230732786e-05;-2.47893559929963e-05;-2.42614528617964e-05;-2.64984135519851e-05;-2.76036131507242e-05;-2.75943602504139e-05;-2.93773434750879e-05;-3.05332868878648e-05;-3.10659849391208e-05;-2.92413538668292e-05;-3.36634294310261e-05;-3.34373543685816e-05;-3.26820780535796e-05;-3.22315107934818e-05;-3.20957568646412e-05;-3.22815664194003e-05;-3.23103567534575e-05;-3.01731829473954e-05;-2.92876881510277e-05;-2.931742245029e-05;-2.79525967864194e-05;-2.91118561448808e-05;-2.61797189487563e-05;-2.76419772511019e-05;-2.57086642796639e-05;-2.33394002131382e-05;-2.01991862183931e-05;-1.94115686910035e-05;-1.83130558552141e-05;-1.53803072167133e-05;-1.43754157711285e-05;-1.27292989946182e-05;-1.04882079161125e-05
1.0017420514322e-06;2.77429853309807e-05;2.8026169574102e-05;2.59336100966385e-05;2.64507852594708e-05;2.47784215337455e-05;2.37880564415145e-05;2.15998283328649e-05;1.90727264848565e-05;1.70777106712215e-05;1.54431311327357e-05;1.33691180866005e-05;1.11048361654923e-05;8.80947800427894e-06;7.8795287510352e-06;4.22090601631462e-06;3.18520395879418e-06;-1.19155424939525e-07;-2.57707416484206e-06;-3.99340095409732e-06;-7.48953176291818e-06;-9.00321161570181e-06;-9.98379117615428e-06;-1.38768966182949e-05;-1.35380104301656e-05;-1.7496197819544e-05;-1.80496890006741e-05;-2.2158587093144e-05;-2.23292129328641e-05;-2.44038081845936e-05;-2.55331343390057e-05;-2.75516371004371e-05;-2.67574307840486e-05;-2.9184718397509e-05;-3.07495063237651e-05;-3.00278134749226e-05;-3.10674905069255e-05;-3.10667471891705e-05;-3.06510846929637e-05;-3.14148170506828e-05;-3.28907679795146e-05;-3.23909303033484e-05;-3.25680419493578e-05;-3.34252912869513e-05;-3.32203136510285e-05;-3.1905273480342e-05;-3.042276684479e-05;-3.02038879608409e-05;-2.67040748970646e-05;-2.80388720548111e-05;-2.6019854624205e-05;-2.55228371696467e-05;-2.45203720952084e-05;-2.14129482169193e-05;-1.98260278313329e-05;-1.81981970626842e-05;-1.58173689382242e-05;-1.53573212133021e-05;-1.34145100410881e-05;-9.76515189137192e-06;-1.00554411470753e-05;-7.32338887312684e-06;-4.00255575082143e-06;-1.30961842305597e-06
1.17009801381745e-06;2.34319207708357e-05;2.26547023200456e-05;2.14060063358615e-05;1.97606986155767e-05;1.85163287206987e-05;1.58162983283666e-05;1.40695439779528e-05;1.04504030546006e-05;1.05470625056911e-05;1.03150332560954e-05;3.62589363335558e-06;3.76949828253515e-06;9.2269907088774e-07;-2.12596283877969e-06;-3.84278459333185e-06;-7.20010500509884e-06;-7.23439456880976e-06;-1.00255974390714e-05;-1.34129298838048e-05;-1.17226537222814e-05;-1.65926171970855e-05;-1.7763611745535e-05;-1.93930790821668e-05;-2.2926866499482e-05;-2.2855022862741e-05;-2.36603851627698e-05;-2.65324348470663e-05;-2.64654507332508e-05;-2.94197587802569e-05;-2.97226758876351e-05;-3.1433660255185e-05;-3.11081338492965e-05;-3.32486640932191e-05;-3.38211576763158e-05;-3.10666928068657e-05;-3.21619625524275e-05;-3.4156933237835e-05;-3.30737017542587e-05;-3.27814083611601e-05;-3.28330977079349e-05;-3.18926603373784e-05;-3.10757759009851e-05;-3.17389401274107e-05;-2.99179633144356e-05;-2.79724530196845e-05;-2.56735823084965e-05;-2.53824282018369e-05;-2.43195130053416e-05;-2.3618681840367e-05;-2.26895979695803e-05;-1.76340434658545e-05;-1.75810045118957e-05;-1.62645064527515e-05;-1.1666072924834e-05;-1.08478729243406e-05;-7.52124085816322e-06;-4.68047023596585e-06;-5.14384013671277e-06;-3.14108683871865e-06;-1.36185649810025e-06;2.972262342905e-06;4.78639266946447e-06;7.0187366126035e-06
-4.36232506721158e-07;1.87970766768996e-05;1.64863142229793e-05;1.58025556473788e-05;1.27440022543551e-05;1.10345981666376e-05;7.85076633594962e-06;6.66552325446002e-06;3.13692031454859e-06;2.65483373549179e-06;-6.85822302822114e-07;-2.97361538351812e-06;-4.33178169044069e-06;-6.93312118054746e-06;-8.28516357603613e-06;-1.00828252157933e-05;-1.18390905160223e-05;-1.51192916010375e-05;-1.74266782496152e-05;-1.72717055807574e-05;-2.01354177915806e-05;-2.33595633574862e-05;-2.50872500613185e-05;-2.49626019968281e-05;-2.58422219224939e-05;-2.88034304032867e-05;-3.0936907805984e-05;-2.91718254321998e-05;-3.20101819280597e-05;-3.18504130195166e-05;-3.24146566135738e-05;-3.1235208977197e-05;-3.26925743929044e-05;-3.24674614516711e-05;-3.42456093463864e-05;-3.19913721044946e-05;-3.13976236078764e-05;-3.18578449527262e-05;-3.13509579386827e-05;-2.95364829692059e-05;-2.91423234312417e-05;-2.84323179471381e-05;-2.7919404979371e-05;-2.51020748938702e-05;-2.32023937833453e-05;-2.18342925208662e-05;-2.1198818728326e-05;-1.94250547729914e-05;-1.83823330643945e-05;-1.56520357725955e-05;-1.33244250297561e-05;-1.21090990092426e-05;-9.15378772744226e-06;-7.18098080731871e-06;-5.33339997117416e-06;-2.26430217246043e-06;4.40829925535151e-07;1.22212424225359e-06;2.39020825604205e-06;6.70810393422254e-06;7.99990262208642e-06;9.94846878951439e-06;1.10441021521454e-05;1.50539139776087e-05
-7.96600005468482e-07;1.04032731596932e-05;9.72846946967556e-06;6.74917418242848e-06;6.13914118793033e-06;2.56840558126327e-06;1.49513490694296e-07;-1.97835239519352e-06;-4.65527645084525e-06;-6.94907530319976e-06;-9.72568425478991e-06;-1.00306564416964e-05;-1.20058985742439e-05;-1.59794492560653e-05;-1.5967729714805e-05;-1.79669290159835e-05;-1.9765940989387e-05;-2.26323642406023e-05;-2.38822922691555e-05;-2.50420513346544e-05;-2.77169397939868e-05;-2.79650907870425e-05;-2.89253210207922e-05;-3.04059384510256e-05;-2.99245007598268e-05;-3.07121968766095e-05;-3.23912902314695e-05;-3.24448426750062e-05;-3.16811439770534e-05;-3.24493473536089e-05;-3.28377947533013e-05;-3.28629720139165e-05;-3.32288497394533e-05;-3.17243308907149e-05;-3.13311813972745e-05;-3.17885130893609e-05;-2.89332408574622e-05;-2.924641834229e-05;-2.75593848174798e-05;-2.63307366028706e-05;-2.49606029239266e-05;-2.5077457942957e-05;-2.31744280202787e-05;-2.04764958689321e-05;-1.75394289369318e-05;-1.49542804412919e-05;-1.45051801975737e-05;-1.3487300799027e-05;-1.00360765398544e-05;-6.95229380056594e-06;-4.48710546298301e-06;-2.80143794548272e-06;-2.06228991295169e-07;-1.02937513140799e-07;4.18955619145469e-06;5.14770295418475e-06;7.37786343262449e-06;9.538509849371e-06;1.102469564885e-05;1.46805416449438e-05;1.49205430870538e-05;1.709176268969e-05;1.75485090014465e-05;2.15772277179636e-05
-8.79668116828765e-07;3.03833797252326e-06;1.90711392658042e-06;-3.47622950573631e-07;-3.32279994606989e-06;-4.93582611723113e-06;-9.23284444419862e-06;-9.21814999579791e-06;-1.08422636704819e-05;-1.35043357384929e-05;-1.59004824757322e-05;-1.75694386283376e-05;-1.92208217088813e-05;-2.14099207431354e-05;-2.21347397919027e-05;-2.31271117582779e-05;-2.44487693640049e-05;-2.68764008133358e-05;-2.89077139721282e-05;-3.02586065643612e-05;-3.0706906009427e-05;-3.05505831607401e-05;-3.27207747145803e-05;-3.36779386375533e-05;-3.3210245887806e-05;-3.34690161982481e-05;-3.27444619033853e-05;-3.21416897539987e-05;-3.34259385680553e-05;-2.98896877960237e-05;-3.14318967123908e-05;-2.92037067236978e-05;-2.92634379155104e-05;-2.93343698201604e-05;-2.77985341641495e-05;-2.63816226554438e-05;-2.56669740475992e-05;-2.26631329562815e-05;-2.34009367068765e-05;-2.21318049306051e-05;-2.04382170239767e-05;-1.80085890682754e-05;-1.41918121545233e-05;-1.27260204330337e-05;-1.18955659990417e-05;-8.69694789405824e-06;-5.95794833386584e-06;-5.58837327685135e-06;-1.98991293448277e-06;-5.24053389581774e-09;2.58487074023701e-06;2.91552307415581e-06;6.54717007805729e-06;9.23103732315693e-06;9.64343334221668e-06;1.47853482727624e-05;1.42338551937722e-05;1.73589594577496e-05;1.67739345491008e-05;1.99119712112624e-05;2.15248023115323e-05;2.4302813917295e-05;2.4926812603258e-05;2.66944337952947e-05
-1.4635701412392e-06;-4.14426497033641e-06;-8.53802677120255e-06;-9.87082785577991e-06;-1.17573998102332e-05;-1.41710589623811e-05;-1.45541966883708e-05;-1.72526254516531e-05;-1.93614900581724e-05;-2.08091130751073e-05;-2.29951716688562e-05;-2.3997679936893e-05;-2.77497623134024e-05;-2.51421043556487e-05;-3.00754158803998e-05;-2.91029765028254e-05;-2.87236660043125e-05;-3.12677345599424e-05;-3.10760626289694e-05;-3.17758231032325e-05;-3.27469204879348e-05;-3.17934974530766e-05;-3.09112051089005e-05;-3.20564930080534e-05;-3.26292331626653e-05;-3.22630375165425e-05;-3.43322967265789e-05;-3.10371572585685e-05;-3.08534570358471e-05;-3.01113131488491e-05;-3.00522733692784e-05;-2.74621949837888e-05;-2.5277486502561e-05;-2.54452390476334e-05;-2.35264570647527e-05;-2.24121008567275e-05;-1.99855232946492e-05;-1.65607295688126e-05;-1.72084317027378e-05;-1.17690785249784e-05;-1.12549256486624e-05;-9.00486015650671e-06;-8.48683456188384e-06;-4.62331240692533e-06;-3.58415007538059e-06;-1.03142794127827e-06;1.6137669373038e-06;3.65965650903249e-06;6.91060532712428e-06;7.29111771623788e-06;9.04746974160341e-06;1.18150672566274e-05;1.51605007385252e-05;1.61191112597624e-05;1.7005950468408e-05;1.92267819895494e-05;2.26871626816744e-05;2.16369872866716e-05;2.62579583756812e-05;2.5548145289236e-05;2.61335409237291e-05;2.77809848433012e-05;2.94826638091877e-05;3.14788603524228e-05
